,State,Shape,City,Sight_Date,Sigth_Time,Sight_Day,Sight_Month,Sight_WeekDate
17025,CA,Light,Arroyo Grande,18/01/2010,20:55,18,01,Segunda-Feira
17026,WA,Light,Seattle,18/01/2010,20:15,18,01,Segunda-Feira
17027,MT,Sphere,Whitehall,18/01/2010,19:15,18,01,Segunda-Feira
17028,MT,Oval,Dillon,18/01/2010,19:03,18,01,Segunda-Feira
17029,NJ,Other,Mullica Hill,18/01/2010,17:50,18,01,Segunda-Feira
17030,NJ,Triangle,Oldwick,18/01/2010,15:00,18,01,Segunda-Feira
17031,TN,Changing,Old Hickory,18/01/2010,10:00,18,01,Segunda-Feira
17032,SC,Cigar,Lamar,18/01/2010,07:38,18,01,Segunda-Feira
17033,PA,Light,Pittsburgh,18/01/2010,01:35,18,01,Segunda-Feira
17034,WI,Light,Shawano,17/01/2010,23:51,17,01,Domingo
17035,FL,Rectangle,Miami,17/01/2010,23:30,17,01,Domingo
17036,NV,Other,Las Vegas,17/01/2010,22:30,17,01,Domingo
17037,WI,Light,Bayfield,17/01/2010,18:30,17,01,Domingo
17038,WA,Light,Granite Falls,17/01/2010,04:23,17,01,Domingo
17039,CA,Unknown,Grass Valley,16/01/2010,20:50,16,01,Sábado
17040,MA,Light,Bellingham,16/01/2010,20:40,16,01,Sábado
17041,CA,Unknown,Corona,16/01/2010,20:00,16,01,Sábado
17042,CA,Triangle,Corona,16/01/2010,19:49,16,01,Sábado
17043,ID,Changing,Boise,16/01/2010,19:30,16,01,Sábado
17044,MT,Triangle,Great Falls,16/01/2010,19:20,16,01,Sábado
17045,CT,Rectangle,Plainville,15/01/2010,23:40,15,01,Sexta-Feira
17046,AZ,Light,Yuma,15/01/2010,23:35,15,01,Sexta-Feira
17047,NC,Triangle,Flat Creek,15/01/2010,22:10,15,01,Sexta-Feira
17048,CA,Disk,Whittier,15/01/2010,19:30,15,01,Sexta-Feira
17049,AZ,Circle,Tempe,15/01/2010,19:30,15,01,Sexta-Feira
17050,CA,Unknown,Long Beach,15/01/2010,16:55,15,01,Sexta-Feira
17051,NC,Sphere,Greensboro,15/01/2010,10:00,15,01,Sexta-Feira
17052,NC,Light,Greensboro,15/01/2010,04:00,15,01,Sexta-Feira
17053,CA,Light,Fresno,15/01/2010,01:00,15,01,Sexta-Feira
17054,CA,Circle,Bakersfield,15/01/2010,01:00,15,01,Sexta-Feira
17055,CA,Fireball,North San Juan,15/01/2010,01:00,15,01,Sexta-Feira
17056,CA,Light,Carlsbad,15/01/2010,00:18,15,01,Sexta-Feira
17057,AR,Triangle,Holiday Island,14/01/2010,19:30,14,01,Quinta-Feira
17058,KY,Fireball,Lexington,14/01/2010,12:09,14,01,Quinta-Feira
17059,NY,Light,Pomoma,14/01/2010,04:30,14,01,Quinta-Feira
17060,NV,Flash,Reno,14/01/2010,01:40,14,01,Quinta-Feira
17061,NM,Circle,McGregor range,14/01/2010,01:00,14,01,Quinta-Feira
17062,CA,Other,Modesto,13/01/2010,23:25,13,01,Quarta-Feira
17063,MI,Light,Gregory,13/01/2010,19:45,13,01,Quarta-Feira
17064,VA,Light,Troutdale (south of),13/01/2010,18:15,13,01,Quarta-Feira
17065,CO,Disk,Denver,13/01/2010,18:00,13,01,Quarta-Feira
17066,FL,Unknown,Gulf Breeze,13/01/2010,17:40,13,01,Quarta-Feira
17067,MS,Light,Ackerman,13/01/2010,01:00,13,01,Quarta-Feira
17068,PA,Triangle,White Oak,13/01/2010,00:45,13,01,Quarta-Feira
17069,CA,Fireball,Ceres,12/01/2010,22:45,12,01,Terça-Feira
17070,AK,Disk,Metlakatla,12/01/2010,21:30,12,01,Terça-Feira
17071,WI,Disk,Waukesha,12/01/2010,19:32,12,01,Terça-Feira
17072,NC,Other,Deep Run,12/01/2010,19:20,12,01,Terça-Feira
17073,AR,Other,Alma,12/01/2010,19:00,12,01,Terça-Feira
17074,OR,Changing,Springfield,12/01/2010,17:35,12,01,Terça-Feira
17075,OR,Unknown,Eugene,12/01/2010,04:00,12,01,Terça-Feira
17076,WV,Sphere,Fayetteville,12/01/2010,00:00,12,01,Terça-Feira
17077,KY,Other,Leatherwood,11/01/2010,23:00,11,01,Segunda-Feira
17078,MO,Triangle,Joplin,11/01/2010,21:30,11,01,Segunda-Feira
17079,CA,Oval,Fairfield,11/01/2010,17:00,11,01,Segunda-Feira
17080,FL,Fireball,Fort Myers,11/01/2010,01:40,11,01,Segunda-Feira
17081,FL,Other,Lakeland,11/01/2010,01:30,11,01,Segunda-Feira
17082,KS,Circle,Pratt,10/01/2010,20:55,10,01,Domingo
17083,CA,Fireball,Lompoc,10/01/2010,20:00,10,01,Domingo
17084,LA,Oval,Eunice,10/01/2010,19:00,10,01,Domingo
17085,NM,Other,Tularosa,10/01/2010,18:45,10,01,Domingo
17086,NC,Changing,Cary,10/01/2010,14:00,10,01,Domingo
17087,MD,Sphere,Hancock,10/01/2010,11:30,10,01,Domingo
17088,MA,Triangle,Norton,10/01/2010,10:30,10,01,Domingo
17089,CA,Unknown,San Jacinto,10/01/2010,09:43,10,01,Domingo
17090,TX,Light,Round Rock,10/01/2010,05:45,10,01,Domingo
17091,MA,Sphere,Uxbridge,10/01/2010,00:30,10,01,Domingo
17092,MA,Unknown,Taunton,10/01/2010,,10,01,Domingo
17093,KY,Unknown,Paducah,09/01/2010,23:55,09,01,Sábado
17094,OH,Light,Cincinnati,09/01/2010,22:00,09,01,Sábado
17095,HI,Light,Kapolei,09/01/2010,21:35,09,01,Sábado
17096,NY,Light,Buffalo,09/01/2010,21:30,09,01,Sábado
17097,MI,Formation,Saline,09/01/2010,20:45,09,01,Sábado
17098,CA,Sphere,Santa Fe Springs,09/01/2010,20:00,09,01,Sábado
17099,CA,Triangle,Freedom (Watsonville),09/01/2010,20:00,09,01,Sábado
17100,WA,Cylinder,Seattle,09/01/2010,19:00,09,01,Sábado
17101,NJ,Light,Woodbridge,09/01/2010,18:05,09,01,Sábado
17102,WI,Light,Francis Creek,09/01/2010,18:00,09,01,Sábado
17103,TN,Other,Cleveland,09/01/2010,12:00,09,01,Sábado
17104,NJ,Other,Brick,09/01/2010,03:00,09,01,Sábado
17105,CO,Triangle,Boulder,08/01/2010,23:00,08,01,Sexta-Feira
17106,FL,Fireball,Port St. Lucie,08/01/2010,21:52,08,01,Sexta-Feira
17107,HI,Light,Kapolei,08/01/2010,21:35,08,01,Sexta-Feira
17108,TX,Unknown,Tomball,08/01/2010,19:00,08,01,Sexta-Feira
17109,CT,Triangle,Westbrook,07/01/2010,23:45,07,01,Quinta-Feira
17110,MA,Light,West Boylston,07/01/2010,19:34,07,01,Quinta-Feira
17111,NH,Light,Windham,07/01/2010,17:45,07,01,Quinta-Feira
17112,MA,Circle,Edgartown,07/01/2010,17:30,07,01,Quinta-Feira
17113,MA,Light,Mansfield,07/01/2010,06:15,07,01,Quinta-Feira
17114,NY,Formation,Southampton,07/01/2010,05:15,07,01,Quinta-Feira
17115,CT,Fireball,West Haven (viewed from),07/01/2010,,07,01,Quinta-Feira
17116,AR,Disk,Searcy,06/01/2010,21:15,06,01,Quarta-Feira
17117,GA,Rectangle,Ringgold,06/01/2010,20:50,06,01,Quarta-Feira
17118,CA,Light,San Diego,06/01/2010,01:00,06,01,Quarta-Feira
17119,SC,Light,Anderson,05/01/2010,20:10,05,01,Terça-Feira
17120,CO,Light,Valley View Hot Springs near crestoneCO.,05/01/2010,19:00,05,01,Terça-Feira
17121,NC,Cigar,Rockwell,05/01/2010,18:15,05,01,Terça-Feira
17122,NY,Triangle,New Paltz,05/01/2010,17:43,05,01,Terça-Feira
17123,NJ,Cigar,Clinton,05/01/2010,16:00,05,01,Terça-Feira
17124,CA,Unknown,Twenty Nine Palms,05/01/2010,06:00,05,01,Terça-Feira
17125,NJ,Unknown,Colonia,05/01/2010,04:00,05,01,Terça-Feira
17126,CA,Oval,Chula Vista,05/01/2010,02:11,05,01,Terça-Feira
17127,IN,Disk,Princeton,05/01/2010,01:00,05,01,Terça-Feira
17128,CA,Light,El Cajon,04/01/2010,22:00,04,01,Segunda-Feira
17129,IA,Light,Cedar Rapids,04/01/2010,19:10,04,01,Segunda-Feira
17130,CA,Unknown,San Pablo,04/01/2010,19:00,04,01,Segunda-Feira
17131,TX,Light,Ben Wheeler,04/01/2010,19:00,04,01,Segunda-Feira
17132,CA,Light,Whittier,04/01/2010,17:40,04,01,Segunda-Feira
17133,OH,Triangle,Cleveland,04/01/2010,12:45,04,01,Segunda-Feira
17134,VA,Changing,Reedville,04/01/2010,05:28,04,01,Segunda-Feira
17135,NY,Flash,Glen Spey,04/01/2010,02:40,04,01,Segunda-Feira
17136,MO,Triangle,Fort Leonard Wood,03/01/2010,05:20,03,01,Domingo
17137,OH,Circle,Mason,03/01/2010,04:00,03,01,Domingo
17138,TX,Disk,Trinity and Riverside (between),03/01/2010,03:45,03,01,Domingo
17139,GA,Fireball,Atlanta,02/01/2010,23:47,02,01,Sábado
17140,AL,Triangle,Madison,02/01/2010,21:10,02,01,Sábado
17141,NC,Sphere,Waxhaw,02/01/2010,20:12,02,01,Sábado
17142,FL,Sphere,Middleburg,02/01/2010,18:45,02,01,Sábado
17143,CA,Triangle,Sacramento,02/01/2010,18:00,02,01,Sábado
17144,AZ,Rectangle,Phoenix,02/01/2010,13:00,02,01,Sábado
17145,CA,Light,Orange,02/01/2010,12:20,02,01,Sábado
17146,GA,Rectangle,Adairsville,01/01/2010,22:00,01,01,Sexta-Feira
17147,NH,Circle,Loon Mountain Ski Club,01/01/2010,22:00,01,01,Sexta-Feira
17148,CA,Light,Bakersfield,01/01/2010,19:00,01,01,Sexta-Feira
17149,FL,Sphere,Jasper,01/01/2010,18:30,01,01,Sexta-Feira
17150,NM,Light,Albuquerque,01/01/2010,18:00,01,01,Sexta-Feira
17151,CA,Triangle,Pasadena,01/01/2010,17:20,01,01,Sexta-Feira
17152,MA,Triangle,Haverhill,01/01/2010,13:00,01,01,Sexta-Feira
17153,CA,Triangle,San Diego,01/01/2010,12:02,01,01,Sexta-Feira
17154,AK,Sphere,Willow,01/01/2010,12:01,01,01,Sexta-Feira
17155,MD,Circle,Elkridge,01/01/2010,12:00,01,01,Sexta-Feira
17156,CA,Sphere,San Diego,01/01/2010,01:00,01,01,Sexta-Feira
17157,FL,Unknown,Baker,01/01/2010,00:45,01,01,Sexta-Feira
17158,WI,Sphere,Walworth,01/01/2010,00:40,01,01,Sexta-Feira
17159,FL,Unknown,Crestview,01/01/2010,00:25,01,01,Sexta-Feira
17160,FL,Fireball,Boca Raton,01/01/2010,00:24,01,01,Sexta-Feira
17161,CO,Disk,Falcon,01/01/2010,00:24,01,01,Sexta-Feira
17162,CA,Formation,National City,01/01/2010,00:20,01,01,Sexta-Feira
17163,AK,Light,Anchorage,01/01/2010,00:20,01,01,Sexta-Feira
17164,CA,Triangle,La Mesa,01/01/2010,00:10,01,01,Sexta-Feira
17165,CA,Circle,Mount Helix Park,01/01/2010,00:10,01,01,Sexta-Feira
17166,FL,Sphere,Naples,01/01/2010,00:04,01,01,Sexta-Feira
17167,CA,Light,El Cajon,01/01/2010,00:03,01,01,Sexta-Feira
17168,CA,Other,Antioch,01/01/2010,00:03,01,01,Sexta-Feira
17169,CA,Formation,El Cajon,01/01/2010,00:01,01,01,Sexta-Feira
17170,CA,Light,Spring Valley,01/01/2010,00:01,01,01,Sexta-Feira
17171,AK,Formation,Willow,01/01/2010,00:01,01,01,Sexta-Feira
17172,AR,Circle,Benton,01/01/2010,00:00,01,01,Sexta-Feira
17173,AR,Triangle,Rogers,01/01/2010,00:00,01,01,Sexta-Feira
17174,AZ,Unknown,Maricopa,01/01/2010,00:00,01,01,Sexta-Feira
17175,MO,Fireball,St. Louis,01/01/2010,00:00,01,01,Sexta-Feira
17176,KY,Light,Park City,01/01/2010,00:00,01,01,Sexta-Feira
17177,CA,Triangle,El Cajon,01/01/2010,00:00,01,01,Sexta-Feira
17178,CA,Light,Lemon Grove,01/01/2010,00:00,01,01,Sexta-Feira
17179,CA,Triangle,El Cajon,01/01/2010,00:00,01,01,Sexta-Feira
17180,CA,Light,Bonita,01/01/2010,00:00,01,01,Sexta-Feira
17181,OR,Triangle,Grants Pass,01/01/2010,00:00,01,01,Sexta-Feira
17182,CA,Light,Fresno,01/01/2010,00:00,01,01,Sexta-Feira
17183,CA,Light,La Mesa,01/01/2010,00:00,01,01,Sexta-Feira
17184,WA,Unknown,Everett,28/02/2010,23:00,28,02,Domingo
17185,SC,Light,Little River,28/02/2010,23:00,28,02,Domingo
17186,FL,Circle,Miami,28/02/2010,18:50,28,02,Domingo
17187,TN,Oval,Spring City,28/02/2010,18:50,28,02,Domingo
17188,WA,Changing,Silverdale,28/02/2010,18:50,28,02,Domingo
17189,FL,Other,Homestead/Redlands/Everglades,28/02/2010,18:40,28,02,Domingo
17190,LA,Cylinder,Church Point,28/02/2010,17:46,28,02,Domingo
17191,FL,Unknown,Homestead,28/02/2010,16:30,28,02,Domingo
17192,AR,Unknown,Ward,28/02/2010,15:00,28,02,Domingo
17193,IA,Sphere,Batavia,28/02/2010,06:00,28,02,Domingo
17194,TX,Circle,Spicewood,27/02/2010,23:10,27,02,Sábado
17195,SC,Light,Litchfield Beach,27/02/2010,22:00,27,02,Sábado
17196,GA,Circle,Lawrenceville,27/02/2010,20:00,27,02,Sábado
17197,FL,Rectangle,Tampa,27/02/2010,13:00,27,02,Sábado
17198,TX,Circle,Corpus Christi,27/02/2010,08:00,27,02,Sábado
17199,KS,Light,Lawrence,27/02/2010,00:55,27,02,Sábado
17200,NV,Oval,Las Vegas,26/02/2010,17:15,26,02,Sexta-Feira
17201,HI,Sphere,Keaau,26/02/2010,06:00,26,02,Sexta-Feira
17202,FL,Sphere,Homestead,26/02/2010,05:55,26,02,Sexta-Feira
17203,CA,Light,Temple City,25/02/2010,20:24,25,02,Quinta-Feira
17204,WI,Unknown,Wisconsin Rapids,25/02/2010,09:15,25,02,Quinta-Feira
17205,CA,Circle,Twin Peaks,25/02/2010,07:35,25,02,Quinta-Feira
17206,MA,Light,Brockton,25/02/2010,00:00,25,02,Quinta-Feira
17207,TX,Light,Rising Star,24/02/2010,20:00,24,02,Quarta-Feira
17208,CA,Diamond,Santa Rosa,24/02/2010,15:30,24,02,Quarta-Feira
17209,AZ,Light,Interstate 8,24/02/2010,13:30,24,02,Quarta-Feira
17210,ME,Sphere,Springvale,24/02/2010,09:30,24,02,Quarta-Feira
17211,AR,Formation,Arden,24/02/2010,04:30,24,02,Quarta-Feira
17212,TX,Fireball,Galveston,23/02/2010,23:00,23,02,Terça-Feira
17213,HI,Triangle,Ewa Beach,23/02/2010,20:50,23,02,Terça-Feira
17214,PA,Flash,Swarthmore,22/02/2010,22:40,22,02,Segunda-Feira
17215,NY,Light,Rochester,22/02/2010,22:30,22,02,Segunda-Feira
17216,NY,Disk,New York City (Manhattan),22/02/2010,17:30,22,02,Segunda-Feira
17217,TX,Light,Belton,21/02/2010,22:33,21,02,Domingo
17218,VA,Triangle,Stanardsville,21/02/2010,20:40,21,02,Domingo
17219,SC,Circle,Darlington,21/02/2010,20:30,21,02,Domingo
17220,PA,Light,Plum,21/02/2010,03:30,21,02,Domingo
17221,MD,Disk,Severn,21/02/2010,00:00,21,02,Domingo
17222,MN,Light,Marshall,20/02/2010,22:00,20,02,Sábado
17223,MI,Fireball,Pickney,20/02/2010,20:00,20,02,Sábado
17224,WA,Circle,Sedro Woolley,20/02/2010,19:00,20,02,Sábado
17225,PA,Sphere,Venetia,20/02/2010,18:15,20,02,Sábado
17226,FL,Triangle,Clearwater,20/02/2010,13:47,20,02,Sábado
17227,GA,Fireball,Dalton,20/02/2010,07:00,20,02,Sábado
17228,IL,Light,Vernon Hills,19/02/2010,21:10,19,02,Sexta-Feira
17229,IL,Triangle,Frankfort,19/02/2010,19:55,19,02,Sexta-Feira
17230,WA,Triangle,Seattle (Ballard),19/02/2010,18:50,19,02,Sexta-Feira
17231,CA,Oval,Woodland Hills,19/02/2010,14:30,19,02,Sexta-Feira
17232,OR,Light,Silverton,19/02/2010,09:00,19,02,Sexta-Feira
17233,WA,Triangle,Bellingham,18/02/2010,22:25,18,02,Quinta-Feira
17234,IL,Unknown,Shelbyville,18/02/2010,21:52,18,02,Quinta-Feira
17235,MA,Cylinder,Westwood,18/02/2010,21:30,18,02,Quinta-Feira
17236,CA,Light,San Diego,18/02/2010,21:30,18,02,Quinta-Feira
17237,CA,Sphere,Mojave (21 mi. NW of),18/02/2010,19:30,18,02,Quinta-Feira
17238,NC,Other,Raeford,18/02/2010,18:00,18,02,Quinta-Feira
17239,GA,Light,Ellerslie,18/02/2010,09:00,18,02,Quinta-Feira
17240,MI,Light,Blanchard,18/02/2010,01:00,18,02,Quinta-Feira
17241,PA,Other,Mahanoy,17/02/2010,23:00,17,02,Quarta-Feira
17242,PA,Other,Limestoneville,17/02/2010,21:40,17,02,Quarta-Feira
17243,LA,Triangle,Covington,17/02/2010,18:30,17,02,Quarta-Feira
17244,CA,Light,petaluma,17/02/2010,08:00,17,02,Quarta-Feira
17245,TX,Changing,Winnie,16/02/2010,23:45,16,02,Terça-Feira
17246,TX,Triangle,Winnie,16/02/2010,23:45,16,02,Terça-Feira
17247,TX,Circle,Fort Hood,16/02/2010,22:30,16,02,Terça-Feira
17248,TX,Rectangle,Mesquite,16/02/2010,22:15,16,02,Terça-Feira
17249,TX,Sphere,Austin,16/02/2010,21:40,16,02,Terça-Feira
17250,CO,Unknown,Denver,16/02/2010,20:00,16,02,Terça-Feira
17251,CA,Light,Fontana,16/02/2010,19:51,16,02,Terça-Feira
17252,HI,Light,Kailua-Kona,16/02/2010,07:10,16,02,Terça-Feira
17253,OR,Light,Sutherlin and Roseburg,15/02/2010,23:00,15,02,Segunda-Feira
17254,CA,Disk,Burson,15/02/2010,20:30,15,02,Segunda-Feira
17255,CA,Sphere,Long Beach,15/02/2010,16:00,15,02,Segunda-Feira
17256,AZ,Sphere,Winslow (outside of),15/02/2010,13:30,15,02,Segunda-Feira
17257,NV,Circle,Las Vegas,15/02/2010,05:55,15,02,Segunda-Feira
17258,KS,Circle,Clearwater,15/02/2010,05:50,15,02,Segunda-Feira
17259,WA,Unknown,Renton,15/02/2010,05:30,15,02,Segunda-Feira
17260,TN,Unknown,Nashville (near),15/02/2010,05:00,15,02,Segunda-Feira
17261,TX,Changing,Abilene,14/02/2010,00:00,14,02,Domingo
17262,MS,Formation,Gautier,14/02/2010,23:00,14,02,Domingo
17263,CA,Circle,Redding,14/02/2010,22:20,14,02,Domingo
17264,FL,Fireball,Brandon,14/02/2010,22:15,14,02,Domingo
17265,FL,Unknown,Miami,14/02/2010,21:45,14,02,Domingo
17266,DC,Oval,"Washington, D.C.",14/02/2010,12:00,14,02,Domingo
17267,NC,Circle,Conover,14/02/2010,10:40,14,02,Domingo
17268,NJ,Light,Atco,14/02/2010,00:15,14,02,Domingo
17269,FL,Sphere,Melbourne,13/02/2010,19:15,13,02,Sábado
17270,CA,Formation,Sunnyvale,13/02/2010,19:00,13,02,Sábado
17271,TX,Formation,Nacogdoches,13/02/2010,17:45,13,02,Sábado
17272,CA,Triangle,Pasadena/Los Angeles,13/02/2010,17:00,13,02,Sábado
17273,CA,Circle,Los Angeles,13/02/2010,09:40,13,02,Sábado
17274,IA,Light,Davenport,13/02/2010,03:05,13,02,Sábado
17275,CA,Fireball,San Bernardino,13/02/2010,00:15,13,02,Sábado
17276,KS,Unknown,Topeka,12/02/2010,23:00,12,02,Sexta-Feira
17277,TX,Formation,Sullivan City,12/02/2010,21:00,12,02,Sexta-Feira
17278,SC,Flash,Goose Creek,12/02/2010,21:00,12,02,Sexta-Feira
17279,CA,Formation,Santa Nella,12/02/2010,20:54,12,02,Sexta-Feira
17280,WA,Light,Seattle,12/02/2010,20:35,12,02,Sexta-Feira
17281,WA,Fireball,Yakima,12/02/2010,20:30,12,02,Sexta-Feira
17282,MI,Cigar,West Branch,12/02/2010,20:30,12,02,Sexta-Feira
17283,VT,Light,Sharon,12/02/2010,19:30,12,02,Sexta-Feira
17284,TX,Light,San Antonio,12/02/2010,16:00,12,02,Sexta-Feira
17285,WA,Triangle,Seattle,12/02/2010,06:00,12,02,Sexta-Feira
17286,MA,Triangle,Weymouth,11/02/2010,20:35,11,02,Quinta-Feira
17287,TN,Light,Carthage,10/02/2010,20:40,10,02,Quarta-Feira
17288,MI,Other,Eaton Rapids,10/02/2010,03:00,10,02,Quarta-Feira
17289,TX,Light,Bedford,09/02/2010,21:00,09,02,Terça-Feira
17290,CA,Changing,Modesto,09/02/2010,21:00,09,02,Terça-Feira
17291,FL,Sphere,Pierson,09/02/2010,20:05,09,02,Terça-Feira
17292,CA,Triangle,Kettleman City,09/02/2010,18:00,09,02,Terça-Feira
17293,AZ,Unknown,Gilbert,08/02/2010,20:22,08,02,Segunda-Feira
17294,CA,Oval,Santa Maria,08/02/2010,19:15,08,02,Segunda-Feira
17295,PA,Disk,Saylorsburg,08/02/2010,18:30,08,02,Segunda-Feira
17296,FL,Circle,Hobe Sound,08/02/2010,09:50,08,02,Segunda-Feira
17297,NY,Circle,Riverhead,08/02/2010,05:40,08,02,Segunda-Feira
17298,ME,Cylinder,Hancock,08/02/2010,02:00,08,02,Segunda-Feira
17299,NY,Circle,Hyde Park,08/02/2010,00:00,08,02,Segunda-Feira
17300,PA,Other,Philadelphia,07/02/2010,22:50,07,02,Domingo
17301,CA,Sphere,Modesto,07/02/2010,22:00,07,02,Domingo
17302,IL,Triangle,Cicero,07/02/2010,21:15,07,02,Domingo
17303,CA,Light,Monterey,06/02/2010,23:00,06,02,Sábado
17304,VA,Light,Woodbridge,06/02/2010,23:00,06,02,Sábado
17305,WV,Light,Elkins,06/02/2010,21:40,06,02,Sábado
17306,NM,Oval,Albuquerque,06/02/2010,17:50,06,02,Sábado
17307,TX,Sphere,Cistern,06/02/2010,14:45,06,02,Sábado
17308,NJ,Triangle,Vernon,06/02/2010,06:30,06,02,Sábado
17309,ME,Unknown,Ellsworth,06/02/2010,05:45,06,02,Sábado
17310,PA,Unknown,Pittsburgh,05/02/2010,23:00,05,02,Sexta-Feira
17311,TX,Other,Tatum,05/02/2010,19:50,05,02,Sexta-Feira
17312,WA,Sphere,Benton City,05/02/2010,19:15,05,02,Sexta-Feira
17313,WA,Triangle,Langley,05/02/2010,18:00,05,02,Sexta-Feira
17314,FL,Fireball,West Palm Beach,05/02/2010,02:10,05,02,Sexta-Feira
17315,WI,Sphere,Portage,05/02/2010,01:45,05,02,Sexta-Feira
17316,CO,Light,Boulder,05/02/2010,01:00,05,02,Sexta-Feira
17317,IL,Disk,Chicago,04/02/2010,18:10,04,02,Quinta-Feira
17318,OH,Sphere,Grove City,04/02/2010,09:00,04,02,Quinta-Feira
17319,NY,Disk,Spencerport,04/02/2010,06:15,04,02,Quinta-Feira
17320,CA,Light,Los Angeles,04/02/2010,05:40,04,02,Quinta-Feira
17321,OR,Fireball,Monmouth,04/02/2010,01:35,04,02,Quinta-Feira
17322,CA,Light,Porter Ranch,03/02/2010,19:25,03,02,Quarta-Feira
17323,GA,Circle,Atlanta,03/02/2010,19:00,03,02,Quarta-Feira
17324,FL,Circle,Ocala,03/02/2010,15:00,03,02,Quarta-Feira
17325,OH,Circle,Oregon,03/02/2010,11:30,03,02,Quarta-Feira
17326,KS,Circle,Leawood,02/02/2010,21:00,02,02,Terça-Feira
17327,LA,Fireball,Youngsville,02/02/2010,20:05,02,02,Terça-Feira
17328,ID,Light,Wendell,02/02/2010,20:00,02,02,Terça-Feira
17329,CA,Unknown,Beckwourth,02/02/2010,19:00,02,02,Terça-Feira
17330,LA,Triangle,Pounchatola,02/02/2010,05:25,02,02,Terça-Feira
17331,FL,Formation,Oakland Park,02/02/2010,01:15,02,02,Terça-Feira
17332,KS,Disk,Wyandotte County,02/02/2010,01:00,02,02,Terça-Feira
17333,ID,Light,Wendell,01/02/2010,21:00,01,02,Segunda-Feira
17334,CA,Circle,Mare Island,01/02/2010,19:15,01,02,Segunda-Feira
17335,AZ,Light,Marana,01/02/2010,08:30,01,02,Segunda-Feira
17336,CT,Flash,Preston,01/02/2010,08:00,01,02,Segunda-Feira
17337,CT,Oval,Ansonia,01/02/2010,07:50,01,02,Segunda-Feira
17338,CA,Sphere,Clovis,01/02/2010,06:00,01,02,Segunda-Feira
17339,NM,Rectangle,"Socorro (west of, on Hwy 60)",01/02/2010,04:45,01,02,Segunda-Feira
17340,TX,Light,Abilene,31/03/2010,20:30,31,03,Quarta-Feira
17341,CA,Changing,North Hollywood,31/03/2010,20:15,31,03,Quarta-Feira
17342,PA,Other,New Kensington,31/03/2010,20:00,31,03,Quarta-Feira
17343,NJ,Light,Annandale,31/03/2010,20:00,31,03,Quarta-Feira
17344,TX,Light,Glen Rose,31/03/2010,20:00,31,03,Quarta-Feira
17345,CA,Light,Modesto,31/03/2010,19:00,31,03,Quarta-Feira
17346,MI,Fireball,Portage,31/03/2010,05:25,31,03,Quarta-Feira
17347,PA,Light,Mt. Pleasant,30/03/2010,23:00,30,03,Terça-Feira
17348,VA,Light,Wise,30/03/2010,22:30,30,03,Terça-Feira
17349,MO,Triangle,Joplin,30/03/2010,21:25,30,03,Terça-Feira
17350,FL,Sphere,Clearwater,30/03/2010,21:15,30,03,Terça-Feira
17351,FL,Light,Port Charlotte,30/03/2010,09:00,30,03,Terça-Feira
17352,MI,Light,Gaylord,30/03/2010,07:30,30,03,Terça-Feira
17353,MA,Changing,Worcester,29/03/2010,23:00,29,03,Segunda-Feira
17354,TX,Light,Arlington,29/03/2010,21:01,29,03,Segunda-Feira
17355,AZ,Formation,Oro Valley,29/03/2010,20:21,29,03,Segunda-Feira
17356,CA,Light,Los Angeles,29/03/2010,20:15,29,03,Segunda-Feira
17357,VT,Oval,Colchester,28/03/2010,23:45,28,03,Domingo
17358,CA,Disk,Burbank,28/03/2010,21:50,28,03,Domingo
17359,CA,Light,Monterey,28/03/2010,21:30,28,03,Domingo
17360,CA,Oval,Modesto,28/03/2010,21:30,28,03,Domingo
17361,KS,Sphere,Kansas,28/03/2010,15:30,28,03,Domingo
17362,IL,Circle,Beach Park,28/03/2010,09:05,28,03,Domingo
17363,CT,Fireball,East Hartford,27/03/2010,23:20,27,03,Sábado
17364,CA,Unknown,Los Angeles,27/03/2010,23:00,27,03,Sábado
17365,FL,Formation,Tampa,27/03/2010,22:01,27,03,Sábado
17366,HI,Unknown,Ewa Beach,27/03/2010,19:45,27,03,Sábado
17367,CA,Flash,Bakersfield,27/03/2010,13:00,27,03,Sábado
17368,KY,Triangle,Shepherdsville,27/03/2010,01:00,27,03,Sábado
17369,CA,Cylinder,Valencia,27/03/2010,00:10,27,03,Sábado
17370,FL,Sphere,Delray Beach,26/03/2010,23:00,26,03,Sexta-Feira
17371,CA,Light,San Jose,26/03/2010,21:50,26,03,Sexta-Feira
17372,MO,Triangle,Lee's Summit,26/03/2010,21:50,26,03,Sexta-Feira
17373,VA,Light,Broadway,26/03/2010,20:35,26,03,Sexta-Feira
17374,CA,Unknown,San Francisco,26/03/2010,17:20,26,03,Sexta-Feira
17375,WA,Light,Ephrata,26/03/2010,08:30,26,03,Sexta-Feira
17376,CA,Other,Del Mar,26/03/2010,07:45,26,03,Sexta-Feira
17377,CA,Light,Bloomington,26/03/2010,00:00,26,03,Sexta-Feira
17378,OK,Unknown,Edmond,25/03/2010,23:00,25,03,Quinta-Feira
17379,IN,Unknown,South Bend,25/03/2010,21:00,25,03,Quinta-Feira
17380,OK,Changing,Colcord,25/03/2010,18:00,25,03,Quinta-Feira
17381,TX,Sphere,Sachse,25/03/2010,15:00,25,03,Quinta-Feira
17382,CA,Light,Stockton,24/03/2010,22:15,24,03,Quarta-Feira
