,State,Shape,City,Sight_Date,Sigth_Time,Sight_Day,Sight_Month,Sight_WeekDate
49569,CA,Sphere,Del Rosa/San Bernardino,02/05/2015,22:50,02,05,Sábado
49570,WA,Circle,Longview,02/05/2015,22:00,02,05,Sábado
49571,AZ,Light,Chino Valley,02/05/2015,21:40,02,05,Sábado
49572,WI,Fireball,New Berlin,02/05/2015,21:15,02,05,Sábado
49573,PA,Light,North Huntingdon,02/05/2015,21:10,02,05,Sábado
49574,MO,Sphere,Hannibal,02/05/2015,21:10,02,05,Sábado
49575,MO,Flash,Fredericktown,02/05/2015,21:00,02,05,Sábado
49576,WA,Cylinder,Kent/Renton,02/05/2015,21:00,02,05,Sábado
49577,NY,Circle,Syracuse,02/05/2015,21:00,02,05,Sábado
49578,CA,Disk,San Fernando Valley,02/05/2015,19:45,02,05,Sábado
49579,AZ,Other,Phoenix,02/05/2015,11:15,02,05,Sábado
49580,TN,Unknown,Soddy Daisy,02/05/2015,09:25,02,05,Sábado
49581,OK,Unknown,Lahoma,02/05/2015,03:00,02,05,Sábado
49582,VA,Light,Fredericksburg,02/05/2015,01:30,02,05,Sábado
49583,AK,Oval,Anchorage,02/05/2015,,02,05,Sábado
49584,CA,Light,Anaheim,01/05/2015,23:50,01,05,Sexta-Feira
49585,MD,Triangle,Columbia/Savage,01/05/2015,23:45,01,05,Sexta-Feira
49586,TX,Fireball,Katy,01/05/2015,23:44,01,05,Sexta-Feira
49587,LA,Fireball,Shreveport,01/05/2015,23:23,01,05,Sexta-Feira
49588,OH,Sphere,Williamsfield,01/05/2015,23:07,01,05,Sexta-Feira
49589,NH,Light,Belmont,01/05/2015,23:00,01,05,Sexta-Feira
49590,MA,Fireball,Everett,01/05/2015,23:00,01,05,Sexta-Feira
49591,OH,Circle,Dayton,01/05/2015,23:00,01,05,Sexta-Feira
49592,FL,Cigar,Titusville,01/05/2015,21:45,01,05,Sexta-Feira
49593,VT,Unknown,Washington,01/05/2015,21:35,01,05,Sexta-Feira
49594,NH,Fireball,Meredith,01/05/2015,21:30,01,05,Sexta-Feira
49595,MA,Light,Boston,01/05/2015,21:30,01,05,Sexta-Feira
49596,VT,Disk,Milton,01/05/2015,21:30,01,05,Sexta-Feira
49597,VT,Light,Burlington,01/05/2015,21:24,01,05,Sexta-Feira
49598,NH,Unknown,Concord,01/05/2015,21:07,01,05,Sexta-Feira
49599,FL,Light,Holiday,01/05/2015,21:05,01,05,Sexta-Feira
49600,WA,Light,Tacoma,01/05/2015,21:03,01,05,Sexta-Feira
49601,NY,Fireball,Cazenovia,01/05/2015,21:00,01,05,Sexta-Feira
49602,NJ,Unknown,Clark,01/05/2015,21:00,01,05,Sexta-Feira
49603,ID,Formation,Meridian,01/05/2015,21:00,01,05,Sexta-Feira
49604,FL,Circle,Holiday,01/05/2015,21:00,01,05,Sexta-Feira
49605,VA,Changing,Winchester,01/05/2015,20:45,01,05,Sexta-Feira
49606,RI,Light,Pawtucket,01/05/2015,20:37,01,05,Sexta-Feira
49607,TN,Unknown,Mount Juliet,01/05/2015,20:30,01,05,Sexta-Feira
49608,NM,Disk,Las Cruces,01/05/2015,19:00,01,05,Sexta-Feira
49609,UT,Circle,,01/05/2015,15:00,01,05,Sexta-Feira
49610,OR,Circle,Portland,01/05/2015,13:01,01,05,Sexta-Feira
49611,VT,Triangle,Rockies,01/05/2015,13:00,01,05,Sexta-Feira
49612,ID,Other,Nampa,01/05/2015,02:00,01,05,Sexta-Feira
49613,NH,Unknown,Kingston,01/05/2015,01:00,01,05,Sexta-Feira
49614,ID,Disk,Mountain Home,01/05/2015,00:07,01,05,Sexta-Feira
49615,ID,Disk,Mountain Home,01/05/2015,00:07,01,05,Sexta-Feira
49616,ID,Disk,Mountain Home,01/05/2015,00:07,01,05,Sexta-Feira
49617,OR,Triangle,Sutherlin,30/06/2015,23:45,30,06,Terça-Feira
49618,FL,Fireball,Lake Mary,30/06/2015,23:30,30,06,Terça-Feira
49619,IL,Triangle,Pecatonica,30/06/2015,22:49,30,06,Terça-Feira
49620,ID,Light,Boise,30/06/2015,22:40,30,06,Terça-Feira
49621,OR,Rectangle,Portland (far east; Corbett),30/06/2015,22:15,30,06,Terça-Feira
49622,FL,Triangle,Citrus Springs,30/06/2015,22:14,30,06,Terça-Feira
49623,TX,Unknown,Houston,30/06/2015,22:00,30,06,Terça-Feira
49624,FL,Light,Tallahassee,30/06/2015,21:45,30,06,Terça-Feira
49625,OR,Rectangle,Eugene,30/06/2015,21:15,30,06,Terça-Feira
49626,WA,Circle,Portland,30/06/2015,21:00,30,06,Terça-Feira
49627,MO,Disk,Housesprings,30/06/2015,21:00,30,06,Terça-Feira
49628,NM,Light,Tijeras,30/06/2015,20:30,30,06,Terça-Feira
49629,CA,Formation,Willemstad,30/06/2015,20:00,30,06,Terça-Feira
49630,WA,Other,Bellingham,30/06/2015,14:00,30,06,Terça-Feira
49631,WA,Sphere,ephrata,30/06/2015,13:00,30,06,Terça-Feira
49632,CA,Circle,Santa Barbara,30/06/2015,10:00,30,06,Terça-Feira
49633,NY,Triangle,Sugar Loaf,29/06/2015,22:30,29,06,Segunda-Feira
49634,CA,Circle,Ventura,29/06/2015,22:30,29,06,Segunda-Feira
49635,OH,Fireball,Mineral Ridge,29/06/2015,22:30,29,06,Segunda-Feira
49636,OH,Light,Youngstown,29/06/2015,22:00,29,06,Segunda-Feira
49637,NE,Other,Omaha,29/06/2015,22:00,29,06,Segunda-Feira
49638,NJ,Light,Pompton Lakes,29/06/2015,22:00,29,06,Segunda-Feira
49639,WA,Circle,Lakewood,29/06/2015,22:00,29,06,Segunda-Feira
49640,NJ,Light,Forked River,29/06/2015,21:30,29,06,Segunda-Feira
49641,MA,Sphere,Everett,29/06/2015,21:30,29,06,Segunda-Feira
49642,CA,Unknown,San Pedro,29/06/2015,21:30,29,06,Segunda-Feira
49643,SC,Triangle,McCormick,29/06/2015,20:30,29,06,Segunda-Feira
49644,OH,Light,Youngstown,29/06/2015,19:00,29,06,Segunda-Feira
49645,CT,Oval,Bethel,29/06/2015,16:00,29,06,Segunda-Feira
49646,CA,Circle,Shell Beach,29/06/2015,14:30,29,06,Segunda-Feira
49647,NC,Cylinder,Chapel Hill,29/06/2015,12:30,29,06,Segunda-Feira
49648,PA,Light,Mckeesport,29/06/2015,08:45,29,06,Segunda-Feira
49649,TX,Other,Austin,29/06/2015,08:00,29,06,Segunda-Feira
49650,MD,Other,Herald Harbor,29/06/2015,04:30,29,06,Segunda-Feira
49651,SC,Other,Rock Hill,29/06/2015,01:51,29,06,Segunda-Feira
49652,GA,Fireball,Gainesville,29/06/2015,01:30,29,06,Segunda-Feira
49653,GA,Other,Wadley,29/06/2015,01:28,29,06,Segunda-Feira
49654,SC,Fireball,Chester,29/06/2015,01:15,29,06,Segunda-Feira
49655,GA,Fireball,Senoia,29/06/2015,01:00,29,06,Segunda-Feira
49656,LA,Rectangle,Patterson,29/06/2015,01:00,29,06,Segunda-Feira
49657,AL,Other,Huntsville (Owens Cross Roads),29/06/2015,00:30,29,06,Segunda-Feira
49658,MI,Light,Paw Paw,29/06/2015,00:15,29,06,Segunda-Feira
49659,PA,Unknown,Walnutport,29/06/2015,00:00,29,06,Segunda-Feira
49660,VA,Fireball,Alexandria,28/06/2015,23:44,28,06,Domingo
49661,MT,Light,Sidney,28/06/2015,23:30,28,06,Domingo
49662,IA,Light,Cedar Rapids,28/06/2015,22:00,28,06,Domingo
49663,TX,Light,Dallas,28/06/2015,22:00,28,06,Domingo
49664,NY,Triangle,Poughkeepsie,28/06/2015,21:30,28,06,Domingo
49665,VT,Oval,Colchester,28/06/2015,21:00,28,06,Domingo
49666,NY,Other,Floral Park,28/06/2015,19:20,28,06,Domingo
49667,FL,Formation,Hollywood,28/06/2015,16:30,28,06,Domingo
49668,CA,Sphere,Moro Bay,28/06/2015,12:47,28,06,Domingo
49669,SD,Cylinder,Sioux Falls,28/06/2015,11:42,28,06,Domingo
49670,NC,Unknown,Charlotte,28/06/2015,01:30,28,06,Domingo
49671,WI,Fireball,Milwaukee,28/06/2015,00:22,28,06,Domingo
49672,CA,Light,Newbury Park,27/06/2015,23:15,27,06,Sábado
49673,CA,Circle,Long Beach,27/06/2015,22:07,27,06,Sábado
49674,MO,Formation,St. Peters,27/06/2015,21:45,27,06,Sábado
49675,PA,Flash,Northern Allegheny County,27/06/2015,21:30,27,06,Sábado
49676,OR,Circle,Seaside,27/06/2015,21:00,27,06,Sábado
49677,CA,Fireball,Rialto,27/06/2015,20:30,27,06,Sábado
49678,NE,Disk,Lexington,27/06/2015,20:17,27,06,Sábado
49679,WV,Cylinder,Clendenin,27/06/2015,19:00,27,06,Sábado
49680,NV,Fireball,Las Vegas,27/06/2015,18:00,27,06,Sábado
49681,WA,Other,Vancouver,27/06/2015,13:20,27,06,Sábado
49682,GA,Other,Albany,27/06/2015,01:00,27,06,Sábado
49683,OK,Changing,Long,27/06/2015,00:00,27,06,Sábado
49684,ID,Light,Council,27/06/2015,,27,06,Sábado
49685,NJ,Formation,Palmyra,26/06/2015,23:15,26,06,Sexta-Feira
49686,MA,Circle,Leicester,26/06/2015,23:15,26,06,Sexta-Feira
49687,NY,Circle,High Falls,26/06/2015,23:00,26,06,Sexta-Feira
49688,CA,Diamond,Discovery Bay,26/06/2015,22:15,26,06,Sexta-Feira
49689,CA,Circle,Fairfield,26/06/2015,22:15,26,06,Sexta-Feira
49690,NY,Light,Angola,26/06/2015,22:00,26,06,Sexta-Feira
49691,NV,Sphere,Reno,26/06/2015,21:30,26,06,Sexta-Feira
49692,NY,Unknown,Albany,26/06/2015,21:00,26,06,Sexta-Feira
49693,CA,Other,Catalina Island,26/06/2015,17:00,26,06,Sexta-Feira
49694,FL,Circle,Melbourne,26/06/2015,14:30,26,06,Sexta-Feira
49695,TX,Light,Royse City,26/06/2015,03:48,26,06,Sexta-Feira
49696,TX,Other,Pearland,26/06/2015,03:28,26,06,Sexta-Feira
49697,NY,Formation,Rochester,26/06/2015,01:30,26,06,Sexta-Feira
49698,MI,Light,South Haven,26/06/2015,01:30,26,06,Sexta-Feira
49699,RI,Other,Coventry,26/06/2015,01:05,26,06,Sexta-Feira
49700,WA,Diamond,Snoqualmie National Forest,26/06/2015,01:00,26,06,Sexta-Feira
49701,CT,Sphere,Milford,25/06/2015,22:05,25,06,Quinta-Feira
49702,NJ,Unknown,Jackson,25/06/2015,21:50,25,06,Quinta-Feira
49703,KS,Unknown,Lawrence,25/06/2015,21:45,25,06,Quinta-Feira
49704,NV,Circle,Las Vegas,25/06/2015,20:50,25,06,Quinta-Feira
49705,MA,Light,Sandwich,25/06/2015,20:30,25,06,Quinta-Feira
49706,MO,Sphere,Arnold,25/06/2015,19:50,25,06,Quinta-Feira
49707,MI,Disk,Marlette,25/06/2015,17:00,25,06,Quinta-Feira
49708,PA,Oval,Philadelphia,25/06/2015,16:30,25,06,Quinta-Feira
49709,WA,Circle,Lacey,25/06/2015,10:30,25,06,Quinta-Feira
49710,IN,Flash,Indianapolis,25/06/2015,05:30,25,06,Quinta-Feira
49711,WA,Triangle,Lakebay,25/06/2015,02:50,25,06,Quinta-Feira
49712,TX,Sphere,Cypress,24/06/2015,22:30,24,06,Quarta-Feira
49713,CA,Cylinder,Livermore,24/06/2015,22:10,24,06,Quarta-Feira
49714,NC,Light,Asheboro,24/06/2015,22:05,24,06,Quarta-Feira
49715,FL,Oval,Punta Gorda,24/06/2015,21:00,24,06,Quarta-Feira
49716,OR,Other,Banks,24/06/2015,16:50,24,06,Quarta-Feira
49717,FL,Cigar,Orlando,24/06/2015,15:15,24,06,Quarta-Feira
49718,TX,Cigar,San Antonio,24/06/2015,14:00,24,06,Quarta-Feira
49719,RI,Light,Providence,24/06/2015,09:46,24,06,Quarta-Feira
49720,ID,Fireball,Boise,24/06/2015,02:00,24,06,Quarta-Feira
49721,OH,Unknown,Blue Ash,23/06/2015,22:35,23,06,Terça-Feira
49722,WI,Fireball,Appleton,23/06/2015,22:30,23,06,Terça-Feira
49723,PA,Triangle,Smithfield,23/06/2015,22:30,23,06,Terça-Feira
49724,CA,Rectangle,Hanford,23/06/2015,22:26,23,06,Terça-Feira
49725,NV,Light,Las Vegas,23/06/2015,22:15,23,06,Terça-Feira
49726,MI,Light,Auburn Hills,23/06/2015,22:00,23,06,Terça-Feira
49727,OR,Rectangle,Myrtle Point,23/06/2015,21:54,23,06,Terça-Feira
49728,MO,Changing,Union,23/06/2015,21:00,23,06,Terça-Feira
49729,AZ,Diamond,Mesa,23/06/2015,21:00,23,06,Terça-Feira
49730,NY,Circle,Forest Hills,23/06/2015,18:21,23,06,Terça-Feira
49731,NY,Circle,Forest Hills,23/06/2015,18:21,23,06,Terça-Feira
49732,NH,Fireball,Rochester,23/06/2015,11:30,23,06,Terça-Feira
49733,MT,Fireball,Trout Creek,23/06/2015,01:30,23,06,Terça-Feira
49734,MI,Triangle,Grand Rapids,23/06/2015,01:00,23,06,Terça-Feira
49735,OR,Light,La Grande,23/06/2015,00:22,23,06,Terça-Feira
49736,OH,Oval,Coshocron,23/06/2015,00:00,23,06,Terça-Feira
49737,WV,Oval,Sutton,22/06/2015,23:45,22,06,Segunda-Feira
49738,KY,Oval,Mount Sterling,22/06/2015,23:40,22,06,Segunda-Feira
49739,WV,Other,Cameo,22/06/2015,23:00,22,06,Segunda-Feira
49740,WI,Triangle,Hatfield,22/06/2015,23:00,22,06,Segunda-Feira
49741,MN,Unknown,Champlin,22/06/2015,22:50,22,06,Segunda-Feira
49742,WI,Light,Onalaska,22/06/2015,22:45,22,06,Segunda-Feira
49743,WI,Oval,Kaukauna,22/06/2015,22:42,22,06,Segunda-Feira
49744,MN,Sphere,Minnetonka,22/06/2015,22:40,22,06,Segunda-Feira
49745,TN,Changing,Mount Juliet,22/06/2015,22:40,22,06,Segunda-Feira
49746,MN,Other,Ogilvie,22/06/2015,22:30,22,06,Segunda-Feira
49747,IA,Sphere,Brayton,22/06/2015,22:30,22,06,Segunda-Feira
49748,MN,Cylinder,Chisago,22/06/2015,22:30,22,06,Segunda-Feira
49749,FL,Unknown,Jacksonville Beach,22/06/2015,22:15,22,06,Segunda-Feira
49750,NV,Changing,North Las Vegas,22/06/2015,22:13,22,06,Segunda-Feira
49751,AZ,Triangle,Sedona,22/06/2015,22:00,22,06,Segunda-Feira
49752,PA,Fireball,York,22/06/2015,21:30,22,06,Segunda-Feira
49753,NY,Fireball,East Meadow,22/06/2015,21:10,22,06,Segunda-Feira
49754,ID,Oval,Boise,22/06/2015,20:15,22,06,Segunda-Feira
49755,WA,Unknown,Puyallup,22/06/2015,14:00,22,06,Segunda-Feira
49756,CA,Circle,Santa Rosa,22/06/2015,13:00,22,06,Segunda-Feira
49757,NJ,Other,Deptford,22/06/2015,10:00,22,06,Segunda-Feira
49758,WA,Disk,Ritzville,22/06/2015,06:30,22,06,Segunda-Feira
49759,NY,Unknown,New York City,22/06/2015,03:00,22,06,Segunda-Feira
49760,VA,Fireball,Halifax,22/06/2015,03:00,22,06,Segunda-Feira
49761,PA,Light,Aspers,22/06/2015,00:00,22,06,Segunda-Feira
49762,PA,Disk,Philadelphia,21/06/2015,23:54,21,06,Domingo
49763,UT,Light,Salt Lake City,21/06/2015,23:25,21,06,Domingo
49764,IN,Light,Kokomo,21/06/2015,22:15,21,06,Domingo
49765,NM,Sphere,Las Cruces,21/06/2015,21:45,21,06,Domingo
49766,WI,Oval,Appleton,21/06/2015,21:30,21,06,Domingo
49767,FL,Light,Venice,21/06/2015,21:30,21,06,Domingo
49768,PA,Light,Newmanstown,21/06/2015,21:29,21,06,Domingo
49769,NY,Light,Amherst,21/06/2015,21:24,21,06,Domingo
49770,WV,Light,Mason,21/06/2015,21:17,21,06,Domingo
49771,CA,Changing,Los Angeles,21/06/2015,21:13,21,06,Domingo
49772,CA,Fireball,La Mirada,21/06/2015,20:38,21,06,Domingo
49773,MI,Unknown,Dearborn Heights,21/06/2015,11:10,21,06,Domingo
49774,MI,Light,Holly,20/06/2015,23:20,20,06,Sábado
49775,IN,Oval,Greenwood,20/06/2015,23:00,20,06,Sábado
49776,SC,Circle,McCormick,20/06/2015,22:30,20,06,Sábado
49777,OR,Sphere,Portland,20/06/2015,22:00,20,06,Sábado
49778,IN,Sphere,Stockwell,20/06/2015,21:55,20,06,Sábado
49779,SC,Fireball,Columbia,20/06/2015,21:40,20,06,Sábado
49780,UT,Formation,West Valley City,20/06/2015,21:00,20,06,Sábado
49781,FL,Oval,Tampa,20/06/2015,18:00,20,06,Sábado
49782,CO,Other,Durango,20/06/2015,15:00,20,06,Sábado
49783,OK,Sphere,Tulsa,20/06/2015,13:30,20,06,Sábado
49784,SC,Triangle,Charleston,20/06/2015,11:15,20,06,Sábado
49785,NJ,Light,Spring Lake,20/06/2015,00:15,20,06,Sábado
49786,FL,Rectangle,Ft. Lauderdale,20/06/2015,,20,06,Sábado
49787,MN,Light,Eden Prairie,19/06/2015,22:30,19,06,Sexta-Feira
49788,IL,Fireball,Lisle,19/06/2015,22:30,19,06,Sexta-Feira
49789,WA,Light,Covington,19/06/2015,22:10,19,06,Sexta-Feira
49790,WY,Light,Laramie,19/06/2015,22:00,19,06,Sexta-Feira
49791,NY,Oval,Wilton,19/06/2015,22:00,19,06,Sexta-Feira
49792,VA,Unknown,Kilmarnock,19/06/2015,21:45,19,06,Sexta-Feira
49793,WI,Light,Hortonville,19/06/2015,21:45,19,06,Sexta-Feira
49794,WA,Triangle,Tacoma,19/06/2015,21:43,19,06,Sexta-Feira
49795,SC,Triangle,Goose Creek,19/06/2015,21:00,19,06,Sexta-Feira
49796,ME,Circle,Sanford,19/06/2015,21:00,19,06,Sexta-Feira
49797,SC,Triangle,Goose Creek,19/06/2015,21:00,19,06,Sexta-Feira
49798,OR,Rectangle,Albany,19/06/2015,19:45,19,06,Sexta-Feira
49799,CA,Light,Windsor,19/06/2015,19:00,19,06,Sexta-Feira
49800,IL,Disk,Crystal Lake,19/06/2015,17:30,19,06,Sexta-Feira
49801,FL,Oval,Clearwater,19/06/2015,16:45,19,06,Sexta-Feira
49802,NV,Oval,Henderson,19/06/2015,11:00,19,06,Sexta-Feira
49803,AZ,Formation,Yuma,19/06/2015,02:30,19,06,Sexta-Feira
49804,MS,Circle,Meridian,19/06/2015,01:45,19,06,Sexta-Feira
49805,AZ,Light,Douglas,19/06/2015,00:00,19,06,Sexta-Feira
49806,MI,Changing,Marshall,18/06/2015,23:00,18,06,Quinta-Feira
49807,WA,Light,Spokane,18/06/2015,23:00,18,06,Quinta-Feira
49808,CA,Light,San Diego,18/06/2015,22:36,18,06,Quinta-Feira
49809,NY,Circle,Pottersville,18/06/2015,22:30,18,06,Quinta-Feira
49810,WY,Sphere,Torrington,18/06/2015,22:30,18,06,Quinta-Feira
49811,NY,Other,Webster,18/06/2015,22:00,18,06,Quinta-Feira
49812,UT,Light,Tooele Valley (above Oquirrh Mtns. & Dugway),18/06/2015,22:00,18,06,Quinta-Feira
49813,NV,Circle,Coaldale,18/06/2015,21:30,18,06,Quinta-Feira
49814,MA,Circle,Randolph,18/06/2015,21:00,18,06,Quinta-Feira
49815,MO,Unknown,Saint Louis,18/06/2015,21:00,18,06,Quinta-Feira
49816,FL,Light,Deerfield Beach,18/06/2015,21:00,18,06,Quinta-Feira
49817,FL,Circle,Vero Beach,18/06/2015,20:30,18,06,Quinta-Feira
49818,WY,Formation,Cheyenne,18/06/2015,15:00,18,06,Quinta-Feira
49819,LA,Unknown,Baton Rouge,18/06/2015,04:30,18,06,Quinta-Feira
49820,MD,Light,California,17/06/2015,22:30,17,06,Quarta-Feira
49821,IL,Unknown,Lombard,17/06/2015,21:53,17,06,Quarta-Feira
49822,PA,Light,Nazareth,17/06/2015,21:25,17,06,Quarta-Feira
49823,CA,Fireball,Bakersfield,17/06/2015,21:00,17,06,Quarta-Feira
49824,ME,Circle,Sanford,17/06/2015,21:00,17,06,Quarta-Feira
49825,CA,Fireball,Bakersfield,17/06/2015,21:00,17,06,Quarta-Feira
49826,MO,Light,Farmington,17/06/2015,21:00,17,06,Quarta-Feira
49827,FL,Light,Homosassa,17/06/2015,20:45,17,06,Quarta-Feira
49828,NJ,Triangle,Clifton,17/06/2015,19:00,17,06,Quarta-Feira
49829,OR,Unknown,Depoe Bay,17/06/2015,13:23,17,06,Quarta-Feira
49830,NC,Light,Holden Beach,17/06/2015,10:00,17,06,Quarta-Feira
49831,ME,Light,Cornish,17/06/2015,03:00,17,06,Quarta-Feira
49832,OR,Circle,Florence,17/06/2015,02:55,17,06,Quarta-Feira
49833,PA,Circle,Neola,17/06/2015,01:27,17,06,Quarta-Feira
49834,OH,Light,Medina,16/06/2015,00:00,16,06,Terça-Feira
49835,PA,Circle,Bangor,16/06/2015,22:40,16,06,Terça-Feira
49836,OH,Light,Oregon,16/06/2015,22:30,16,06,Terça-Feira
49837,VA,Other,Halifax,16/06/2015,22:00,16,06,Terça-Feira
49838,PA,Light,New Castle,16/06/2015,21:30,16,06,Terça-Feira
49839,MS,Formation,Pascagoula,16/06/2015,20:30,16,06,Terça-Feira
49840,SC,Formation,Myrtle Beach,16/06/2015,19:45,16,06,Terça-Feira
49841,WI,Triangle,Two Rivers,16/06/2015,19:40,16,06,Terça-Feira
49842,OR,Circle,Banks,16/06/2015,08:05,16,06,Terça-Feira
49843,KY,Unknown,Dry Ridge,16/06/2015,04:12,16,06,Terça-Feira
49844,WA,Triangle,Eatonville,15/06/2015,23:30,15,06,Segunda-Feira
49845,AL,Light,Hoover,15/06/2015,22:45,15,06,Segunda-Feira
49846,VA,Light,Charlottesville/Waynesboro,15/06/2015,22:30,15,06,Segunda-Feira
49847,CA,Light,San Jose,15/06/2015,22:20,15,06,Segunda-Feira
49848,NJ,Light,Wall,15/06/2015,22:00,15,06,Segunda-Feira
49849,MN,Fireball,Coates,15/06/2015,21:40,15,06,Segunda-Feira
49850,WA,Light,Centralia,15/06/2015,21:30,15,06,Segunda-Feira
49851,TN,Fireball,Toone,15/06/2015,21:00,15,06,Segunda-Feira
49852,GA,Light,Coolidge,15/06/2015,21:00,15,06,Segunda-Feira
49853,WA,Flash,Spokane Valley,15/06/2015,18:00,15,06,Segunda-Feira
49854,AL,Disk,Ahmadi (Kuwait),15/06/2015,12:00,15,06,Segunda-Feira
49855,WA,Triangle,Spokane Valley,15/06/2015,01:10,15,06,Segunda-Feira
49856,MN,Light,Alexandria,14/06/2015,22:30,14,06,Domingo
49857,MA,Light,Waltham,14/06/2015,22:15,14,06,Domingo
49858,OR,Light,Winston,14/06/2015,22:00,14,06,Domingo
49859,ME,Light,Falmouth,14/06/2015,22:00,14,06,Domingo
49860,NY,Fireball,Raleigh,14/06/2015,21:45,14,06,Domingo
49861,ME,Triangle,Rockland,14/06/2015,21:00,14,06,Domingo
49862,AZ,Disk,Chandler,14/06/2015,19:00,14,06,Domingo
49863,AL,Light,Birmingham,14/06/2015,18:00,14,06,Domingo
49864,TX,Light,Little Elm,14/06/2015,15:45,14,06,Domingo
49865,OR,Disk,North Plains,14/06/2015,12:30,14,06,Domingo
49866,OR,Disk,North Plains,14/06/2015,12:30,14,06,Domingo
49867,CA,Formation,Reno,14/06/2015,12:30,14,06,Domingo
49868,TX,Unknown,Beeville-Kennedy,14/06/2015,03:00,14,06,Domingo
49869,MI,Light,Hazel Park,14/06/2015,00:30,14,06,Domingo
49870,AZ,Circle,Mesa,14/06/2015,00:05,14,06,Domingo
49871,DE,Circle,Tallahassee,13/06/2015,23:46,13,06,Sábado
49872,NY,Circle,Jamestown,13/06/2015,23:30,13,06,Sábado
49873,PA,Oval,Mechanicsburg,13/06/2015,23:15,13,06,Sábado
49874,NC,Circle,Wake Forest,13/06/2015,22:30,13,06,Sábado
49875,WA,Circle,Bainbridge Island,13/06/2015,22:00,13,06,Sábado
49876,WA,Light,Gig Harbor,13/06/2015,22:00,13,06,Sábado
49877,WA,Sphere,Sumner,13/06/2015,21:50,13,06,Sábado
49878,NY,Circle,New Berlin,13/06/2015,21:45,13,06,Sábado
49879,OH,Flash,St. Clairsville,13/06/2015,21:30,13,06,Sábado
49880,KY,Circle,Aurora,13/06/2015,21:30,13,06,Sábado
49881,MA,Triangle,Methuen,13/06/2015,20:40,13,06,Sábado
49882,MN,Unknown,Boundary Waters,13/06/2015,20:08,13,06,Sábado
49883,CT,Changing,Suffield,13/06/2015,16:10,13,06,Sábado
49884,AK,Disk,Anchorage,13/06/2015,14:25,13,06,Sábado
49885,MT,Circle,Billings,13/06/2015,14:00,13,06,Sábado
49886,CO,Changing,Arvada,13/06/2015,08:00,13,06,Sábado
49887,ID,Other,Nampa,13/06/2015,02:28,13,06,Sábado
49888,MA,Light,Princeton,13/06/2015,02:00,13,06,Sábado
49889,WA,Light,Clearlake,13/06/2015,01:30,13,06,Sábado
49890,ND,Disk,West Fargo,13/06/2015,01:00,13,06,Sábado
49891,ID,Sphere,Boise,12/06/2015,22:39,12,06,Sexta-Feira
49892,CO,Light,Colorado Springs,12/06/2015,22:15,12,06,Sexta-Feira
49893,NY,Circle,Oakdale,12/06/2015,22:00,12,06,Sexta-Feira
49894,NJ,Flash,"Hurffville/Sewell (I-55, MM 55)",12/06/2015,21:20,12,06,Sexta-Feira
49895,TN,Cigar,Knoxville,12/06/2015,21:00,12,06,Sexta-Feira
49896,CA,Sphere,Beaumont,12/06/2015,19:00,12,06,Sexta-Feira
49897,VA,Circle,Woodbridge,12/06/2015,10:20,12,06,Sexta-Feira
49898,SC,Disk,Florence,12/06/2015,04:41,12,06,Sexta-Feira
49899,LA,Light,New Orleans,12/06/2015,03:45,12,06,Sexta-Feira
49900,MN,Flash,Lakeville,12/06/2015,02:35,12,06,Sexta-Feira
49901,WI,Fireball,Perkinstown (south of),12/06/2015,02:30,12,06,Sexta-Feira
49902,MA,Circle,Brockton,12/06/2015,02:00,12,06,Sexta-Feira
49903,MS,Triangle,Byram,12/06/2015,00:00,12,06,Sexta-Feira
49904,CA,Light,Galt,11/06/2015,23:50,11,06,Quinta-Feira
49905,AZ,Light,Dewey,11/06/2015,22:45,11,06,Quinta-Feira
49906,NC,Rectangle,Waxhaw,11/06/2015,22:30,11,06,Quinta-Feira
49907,SC,Light,Belton,11/06/2015,22:00,11,06,Quinta-Feira
49908,LA,Light,Lake Charles,11/06/2015,21:15,11,06,Quinta-Feira
49909,TX,Fireball,Austin,11/06/2015,21:05,11,06,Quinta-Feira
49910,FL,Formation,Weston,11/06/2015,20:49,11,06,Quinta-Feira
49911,AZ,Sphere,Twenty Nine Palms,11/06/2015,11:30,11,06,Quinta-Feira
49912,WY,Light,Casper,11/06/2015,10:30,11,06,Quinta-Feira
49913,MA,Unknown,West Yarmouth,11/06/2015,02:30,11,06,Quinta-Feira
49914,HI,Formation,Molokai (above),11/06/2015,01:06,11,06,Quinta-Feira
49915,NM,Unknown,Alto,10/06/2015,23:40,10,06,Quarta-Feira
49916,WA,Light,Puyallup,10/06/2015,23:30,10,06,Quarta-Feira
49917,PA,Oval,Canonsburg,10/06/2015,23:00,10,06,Quarta-Feira
49918,MN,Light,Edina,10/06/2015,23:00,10,06,Quarta-Feira
49919,NC,Circle,Kill Devil Hills,10/06/2015,22:00,10,06,Quarta-Feira
49920,AZ,Light,Maricopa,10/06/2015,21:00,10,06,Quarta-Feira
49921,AZ,Other,Glendale,10/06/2015,12:30,10,06,Quarta-Feira
49922,WA,Cylinder,Vancouver,10/06/2015,10:00,10,06,Quarta-Feira
49923,OK,Cigar,Tuttle,10/06/2015,04:55,10,06,Quarta-Feira
49924,TX,Cigar,Flower Mound,10/06/2015,04:50,10,06,Quarta-Feira
49925,TX,Cigar,Pollock,10/06/2015,04:45,10,06,Quarta-Feira
